user,disc,channel_id,label
hamzakhan831,i me and myself only,572796,u
f160285,i am a software engineer,572797,u
umershah,internet of things,572799,u
ahup2017,this channel shows temperature pressure and humidity logged by andre raspberry pi and a bosch bme280 sensor,238163,t
phsorx_tspk9,kitchen temperature outside temperature,443537,t
dcrombie,ground water level,213913,o
techswarup,checking temperature measurement,570242,t
naveenvaid,status location,572869,u
fandiyar393,roses are red,572866,u
yamahabbike,my research projects,572864,u
cindykhay,please be accurate,572865,u
nicknewey,temperature sensors in glycol tank,439316,t
voidstar1996,humidity and temp sensor,573592,t
zliudr,decagon 5tm soil moisture and temperature sensor in my backyard sdi 12 usb adapter and raspberry pi zero,462583,t
marconilabws,3d printed weather station using arduino based mbili board wee wifi board and sensors,284283,w
pharmboyz,ivf clinic sister to roseville f1f134403010,225929,u
t3alliance,the mtv team,531157,u
toinesiebelink67,temperature sensors living room incl outside,569828,t
danrcottrell,shows iphone gps coordinates lat lon altitude and speed uses blynk gps widget and esp8266 wifi micro controller,511882,o
jamestarrant,measures the temperature and humidity of home brew during fermentation and carbonation,555482,t
juliannof,iroomba weather,253878,w
marwol18,it is a miniature monitoring system that connects living plants to the world of internet,141190,o
asifatariq,this is my new channel,573012,u
masirpan16,automatic door lock with rfid basic iot,573014,o
rpispy,this channel monitors the air and water temperature of my 10ft pool,293211,t
takigikou,bedroom temperature humidity and atmospheric pressure in taipei taiwan,316996,t
tomboy1710,temperature and humidity somewhere in germany,246721,t
eakawat,test thingspeak,572652,u
thomashkolbe,dht22 sensor attached to an esp201 esp8266 based microcontroller,64242,t
widianto2796,monitoring that i have,557630,u
nordicp,tipping bucket rain gauge modified pro mini 3 3v nrf24 sleep mode battery operated low power 6ua during stand by,453869,w
myothida81,to help poultry firm,564421,u
ngothucanh,for calibration,504261,u
gupta4327,real time temprature analysis,572655,t
ok1phu,arduino nano esp8266 bmp180 dht11 dht22 ds18b20 wh1080 anemometer wind direction meter and rain gauge,49935,w
bamboe32,esp8266 with mq135 to measure air quality and dht22 to measure temperature and humidity,226775,t
anusha0103,measuring weather parameters,571307,w
anusha0103,measuring weather related parameters,571302,w
anusha0103,measuring weather related parameters,571301,w
andriyhz,ternopil real time outdoor air quality monitor point 3,507656,o
maxmarder2017120,the temp of him,381796,t
sfewings,main power consumption,573071,e
workshopfriend,solar off grid with tracking,91343,e
orangecinec,using the arduino temperature and humidity sensor,573637,t
mrjbening,basement furnace and freezer,318358,o
tg1024,esp weather station,424415,w
al1fch3,test sigfox wisol arduino raspberry esp8266,311334,u
oe1gca,kty10 6 connected to the adc of a ts 7200 cpu board running ts linux,392535,o
nostrebor,top and bottom of evaporator panel,368850,u
kryostoffer,the daniel boat,407591,u
ebpalomino,my home channels tinaco taguatinaco,409795,u
jman12,indoor from esp8266,128017,u
darethehair,lolin esp 12e esp8266 nodemcu sb mc with bosch bme280 weather sensor,321253,w
karoon,weather at thasala by bmp280,361024,w
nirmithaaj,temp humidity1,571949,t
styfrombrest,weather,529967,w
deathkiller183,only temperature in celcius,572841,t
sehrishrajpoot,i will make some useful and successfull hardwares for use,572848,u
marki14,temp_testing,394877,t
aki,information of crayfish aquarium,441,o
chisholmtrail,inside air temperature based on esp8266 wifi module and ds18b20 temp sensor,1330,t
petrporeg,temperature humidity and pressure with bme280 wemos,284916,t
poziom500,my flat,457372,u
zwieratko1,meteo data from vihorlat mountains slovakia measured by bme280 sensor data is transmitted by iot lpwan sigfox node uart modem 868mhz,428577,o
witwong,temperature humidity pressure light from nodemcu with dht22 bmp180,403420,t
trmyers2,home outside temp humidity from nodemcu and dht22,281577,t
rimmonchu,a little iot lab,448773,u
shenriksson,checking in out temperature from central heater using one wemos d1 and two ds18b20 code and schematics will be avaiable soon,310218,t
raspberrym97,display weather report,572203,w
simmsdp,this is the temperature swings of bedroom on the first floor with the heater vent open,470845,t
mcmguti,pfsense comcast speed test,573073,o
rainmonitoring,water level monitoring,281754,o
lpikni,esp8266 counter iot,352899,u
unisoft4,unisoft,343306,u
steyrc,collection of data from arduino weather station new data every 10 minutes,210213,w
tthosta,location germany bw,357142,u
rcalderon,envision power monitor,257571,e
baurd,with alphasense opc n2 running on alternator power,312183,e
bpowell2008,tracking drift in time with an atmega328 acting as the rtc using 32 768 khz crystal,483394,u
anracomm,monitors the house temp humidty downstairs temperature upstairs to interface with ducted heating controller and also measures 2x roof cavity temperatures and outdoor temp to evaluate heat extraction during winter,271692,t
dberendsen,temperatures of two ds18b20 sensors,566807,t
darnibal,data from soil moisture temperature humidity and luminosity sensors,388026,t
lioncr,temperatur in my house and outdoor with teperature tubes out and in of gas boiler,8590,t
njtaki,this channel is about some basic commands and projects based on arduino uno,573245,u
paride.iosca94,temperature humidity pressure cpm dose us and rssi,258575,t
briancarney,heating at home,71413,o
carre44,pm2 5 pm10 contentration in my house in warsaw,348225,o
teokan,radiation level in montreal click on more information,9892,o
oe1gca,weather station placed in my garden,392550,w
oe1gca,weather station placed in my garden,392551,w
kayn02,sense voltage and current of battery,276426,e
dhowdeshell,esp8266 weather station,571522,w
shenriksson,some esp8266 mini d1 with ds18b20 temperature sensors latest experiment is with the bmp280 exact barometric pressure and really good temperature,214306,w
bricogeek,im a plant living near bricogeek,305320,o
sterling101,weather station data at langar airfield,568743,w
naspi1986,smart home,358633,u
michaelsexauer,temperatur pressure and humidity in mayen germany,293395,t
petrporeg,temperature with ds18b20 esp8266,406953,t
tzivkovi,my room temperature humidity,82350,t
krieg2018,temperatur ofen,474207,t
sanjay86,testing,571829,u
vdoroshenko,trakian beach weather data,268760,w
saqlainmushtaq,this channel is for iot practice,572801,u
katouohbe,three ds18b20 sensors,303425,t
wboytv,broadcast studio air conditioning temp monitors for sensing issues with units using react and http plugins i can send alerts to engineering dept cellphones,4032,t
thierryhzz,temperature and humidity in the apartment,480613,t
marcelstoer,ttn lorawan gateway frightanic one,275145,u
bamboe32,weather in sever do vouga portugal,357088,w
bamboe32,weather in pombal portugal,357087,w
bamboe32,weather in benavente portugal,357086,w
bamboe32,weather in reguengos de monsaraz portugal,357085,w
bamboe32,weather in fronteira portugal,357084,w
bamboe32,weather in portalegre portugal,357083,w
bamboe32,weather in torres vedras portugal,357082,w
bamboe32,weather in aguiar portugal,357081,w
bamboe32,weather in montargil portugal,357080,w
Rick2050,filtering out data,512458,u
danee66,around,141154,u
vunland,measure 4 x strom volt auf 3 phasen,291399,e
keplerian,radiation and weather louisa va,242506,w
timshep,humidity and temperature monitoring over 24 hour period,370111,t
navatar,wsth itb rack office,399777,u
razgulin,auto watering project prototype phase,226929,o
unland1966,in ampere,399990,e
gvenloki,first try to get some data from the sensor,570971,u
vicxtreme93,well this is a testing channel,570976,u
bdh2007,dht22 temperature humidity sensor driven by a raspberry pi 2 running a python script,463722,t
kwolf1909,home temperature humidity and lipo voltage by esp8266,463804,t
griesu62,monitor rssi signal level of iot device,261716,o
juliancollison,solar pv mains import export and hot water diversion power values,461653,o
jolich,photovoltaik powered nodemcu with lipo buffer reading a bme280 bh1750 and a sds011 pm sensor,239387,t
gauravgaikwad01,first project,530421,u
didic1970,datalogger based on arduino with 434mhz radio and bme280 sensor supplied by 3 6v battery for the transmitter and arduino and raspberry with python program for receiver,459924,u
sajeen44,to plot the data 10min,573052,u
manendrashukla,its a best place where anyone can have future career where they can do what they want in the field of iot,570591,u
carlodani,test wemos dht11,352875,t
sobrighton,wemos d1 mini and dht22 and oled shield in potting shed,262623,t
tomboy1710,a hotbed somewhere in southern germany,439675,u
suryakk,to monitor any analog sensor value,571750,o
jimboeri,sensors in hive 1,125070,o
byteburst,raspberry pi zero w ds18b20 bh1750fvi sensors monitoring aquarium water temperature and lighting,251966,t
esensora001,contain relay state,294391,o
cjdau81,outdoor pool temperature data fed from raspberry pi zero w with dsxxxxx waterproof sensor alexa skill also picks up latest temperature to provide a verbal response to what is the temperature in my pool,315718,t
unparallel,unparallel innovation weather station power consumption,315845,e
unparallel,unparallel innovation weather station,315843,w
nabeelkirmani,data shows the measurement of distance between sensor hc sr04 and object and data transmitting on 2g network via module sim900a on prepaid sim controlled by arduino uno r3,496510,o
bongpb,matlab analysis to compute dew point,573618,o
olivierhill,temperature and status data of my hot tub https github com olivierhill spaduino,220953,t
hippo112,measuring dew point,573616,o
allang,data from air quality sensors connected to a weatherduino pro2 plus system by werk_ag,339087,o
hideout,test showing the temperature and airpressure in my shag,322305,t
cloe6897,to monitor temperature and humidity of the place for mushroom,570082,t
stej,the temperature of the garage,145339,t
arlemos,monitoring of water consumption for residences of social interest,573266,o
tmxmobile1,dht22 humidity and temperature sensor wemos d1 mini pro,469654,t
vrehorikzcu,measuring of co2 concentration relative humidity temperature and atmospheric pressure,357760,t
barcri,temperature of the freezers in the garage,314395,t
mdrelyea,vegtronix vh400 sending data through a solar battery powered xbee dry soil triggers my drip irrigation system powered by opensprinkler,239044,e
oxxyts,aquarium survey and automation system for aquarium,405710,o
philippesimier,beehive from b107,566173,o
mbcx5mab,temperature and humidity in various locations in my house,223329,t
unisoft2,altecsharedsrv,341404,u
clough42,solar powered wireless temperature humidity sensor,144231,t
ziroff,relative humidity and c temperature,253959,t
rsoft1,mini weather station v2 bmp280 si7021 ds18b20 sensors with esp8266 nodemcu kharkiv ukraine,159150,w
epamsergey,office climate control system,455009,o
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294148,t
ecaprovn1234,imexpharm tphcm,391009,u
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294145,t
a140083,my own device based on esp8266 sensor for temp humm and pressure is bme280 second sensor is mh z19 for co2 concentration device located at office or home moscow russia,106288,g
caesarc,ads1115 esp 01 1m ota updated based on https goo gl ah8y3w sketch adapted to my 30a ct and 6v transformer esp is powered from a separate 3 3v source,123773,o
paultaylor89,charts various system data including weather light level and power usage,265224,w
radiologysa,temp humidity using dht11 raspberry pi,246314,t
sheinze,watching my garage humidity and temperature to keep a look on my bikes,222145,t
redhawk454,interior high and low temps for the day,367398,t
jerryhien,temperature humidity sensor running a pyth script,512294,t
ginazh,measurement of room temperature humidity and door open status,571281,t
meaverick,address zhenli ave hedong tianjin china,243783,o
kosithuiot94,real time weather conditions and records,574071,w
t0biiias,temperatur of my room,555899,t
jlongo,data from thingspeak channel 12397 weather station following tutorial at https www mathworks com help thingspeak collect data in a new channel html,298724,w
enriqueleyva,logging temperature from a photon mounted to the wall right behind the stove,228331,t
terrya,boiler status and temperatures,66615,t
iw3aut,a hot water recirculation pump controller with self learning from the user pattern using a esp32 board based on a statistic data model,379811,o
onkami,as measured by esp8266,435163,u
parkercraftsmen,well pump house,244926,u
navid107,testing how ts works,312705,u
soundguy,via smartthings,77117,u
ranjani2616,this is about how led and sensor is connected to raspberry pi,570954,u
frengo6,power meter in private house with photovoltaic plant 3 75kw,52250,e
kiko64,nodemcu weather station,298127,w
superkoll,this channel is used to monitoring movements in a specific area the movements are registered by a passive ir detector and processed by an arduino nano and transmitted by a,236153,o
srpape,dht22 temperature humidity sensor driven by a raspberry pi 3b running a python script,535003,t
fca1406,iot for fun with blynk padawan,101844,o
avrDan,attiny85 dht22 rf transmitter using watchdog sleep 4 8 a powered down battery voltage measurement uses readvcc uno as rf receiver using enc28j60 ethernet,45273,e
smartomek,noise in our office,278295,o
rpatterson81,esp8266 wifi module bme280 pressure temperature and humidity sensor,317392,t
sandbling,1 wire greger a raspberry pi 2 running raspbian,299297,o
conderweather,a weatherduino pro2 air quality monitor station located in canberra,333695,w
fibaro1982,howto,238083,u
dwarakeshking99,to connect wifi module,572247,u
redhawk454,central air heating duct temperature this is the output vent in the living space,383840,t
ameerkamp,weather station,285946,w
kmiokande,thing speak test,573638,u
levantincorp,network monitor,268514,o
p.opata,measuring temperature of sealing cavity living room and hot water cylinder,324638,t
orangecinec,a temperature sensor is connected,572946,t
manosatyasai,connect thing to raspi,572943,u
hloupis,air quality station from lorathens network peristeri,324981,o
sairehman2922,humidity and temperature,573035,t
iannucci,office temperature,185270,t
swilson28714,temperatures of outdoor and pipe coil temp of hp for defrost cheating,242043,t
wlarmon,wayne living room temp and humidity,264403,t
felixthuyeinoo,to measure the performance of the solar panel by analyzing the voltage current temperature and power,573625,e
oldmaker,weather station data 15 minute intervals,217693,w
szmeu,my home temperature and humidity sensor based on esp 01 and dht22 using example found here on thing speak,225885,t
priyadharshan11,daily water leveling reading,571562,o
indhugunasekaran,qwerty,571563,u
hlrtemhum,4f nb iot hlr 2,436431,u
ciclids,sensors real time,250952,u
aki,raspberrypi cpu and memory usage,36555,o
red5alex,just the ordinary flower pot,557026,o
rverhag,reading p1 port of my electrical power monitor with a netduino running net micro,347823,e
searock,garage temperature and humidity,71604,t
amisha9828,iot workshop,573751,u
edsteve44,some weather sensors near daxstein,289913,w
snarfist,temperature inside and outside the house,283520,t
dango9999,esp8266 with ow sensor net,39376,u
xiaoyiguo001,lg5 demo room with arduino yun,302189,u
r4y5put1n,indoor and outdoor temperature humidity and air pressure readings at ingle farm south australia,225527,t
hkust_biomed_lab,lab temperature and humidity record,47834,t
brunota2003,5 minute median creek level from sensor 1,208967,o
errshyam,read temperature and humidity of the environment,573548,t
dsutow,temperature in basement workroom at the shore,228713,t
rushhour27,office temperature inside and outside,240792,t
barjan,260w micro island solar system live data,262660,o
norrviken,bee supervision in development,292874,o
theprez,dht22 readings in sc190a,56208,t
ericsailor_tspk1,measure ac temperatures to monitor duty cycle and health of the system monitoring the vent outlet random room temperature and the garage temperature near the air handler,515687,e
yiilyoul,wifi clock,390507,o
geedub,various monitors on a backyard aquaponics system,410128,o
theincredible996,programs based on sensor and motor board compiled by adruino,571715,o
radiologysa,temp humidity using dht11 raspberry pi,247507,t
killian555,solar thermosiphon installed graphs show the temperature of 240l solar tank,40150,o
gwigwam,temp humidity measured by an esp8266 on a nodemcu lua board using a dht22 sensor,237266,o
vpptemps,pharmacy temperatures,233562,t
tesla1752,uses d1 mini with configuration data stored in rtc memory data updates every 10 minutes data also appears on https aprs fi w4krl 15,286120,u
gengus,posting to twitter providing json frame and posting to thingspeak channel here,75470,u
conasa,monitors a medical freezer model eppendorf cryocube f570 80c,114727,t
abivishaq,real data of waste level in vit,572363,o
barobuster,sf barobusting,428054,u
shabduli,for keeping a count of spares in industry and a program for updation,572368,u
m33600,ricks ph,489455,u
zwante,testing with tmp for my peltier,350552,t
azmisahin,home temperature,376917,t
tamasharasztosi,speedtest on raspberry pi 3,396923,o
sangeepreethi,to check temperature in room,571571,t
kaviya1999,it is a temp sensing,571570,t
rando61454455,measurement of temperature and,501350,t
briany12345,yes this is my channel,572778,u
klauscn1485,temperature humidity and airpressure in my garden house lystrup denmark,434909,t
abdullahyounis22,the purpose of this channel is totally related to internet of things with the help of this platform where we learn new things related to iot,572818,u
danee66,attic temperature and humidity using esp8266 and dh22 pc vbscript thingspeak,122856,t
bamboe32,weather in fundao portugal,357029,w
bamboe32,weather in arganil portugal,357028,w
bamboe32,weather in caldas da rainha portugal,357024,w
bamboe32,weather in coimbra portugal,357027,w
bamboe32,weather in figueira da foz portugal,357026,w
bamboe32,weather in santarem portugal,357020,w
bamboe32,weather in fatima portugal,357023,w
caproni48,test weather station temp rain wind,564103,w
e08081996,monitors the energy consumption of an appliance,564104,e
waterfordhouse,temp and humidity logger,15485,t
don461,show ds18b20 c h network,298766,t
manojn_tspk7,aquarium controller monitoring based on a nodemcu 1 0,342728,o
robger,monitoring my fridge,440873,t
jlmyra_tspk4,arduino based iot recording hygrothermograph with 2 bme280 sensors used for monitoring conditions of grafted tomatoes,79378,o
luisosegueda,this channel cuantifies the water volume,361369,o
bw47874,data from temprature sensors around house and garden,443196,t
kremor,co2 level and temp inside 618 room at lviv1,373401,t
ssteja,record of temperature in crr college,570990,t
mcross321,provides a feed from a currentcost electricity monitor also includes the inside temperature,103625,e
SpencerSymes,spencer symes final year project hmi,506669,u
hsr297,team members harish avinash prasad lokesh bharat,572284,u
verbaas,arduino based aquarium computer by redeque nl,35486,o
brianwilson,home power usage from hemv1 devices,23835,e
cuixiasheng,temp and humid,425953,t
mobici,display prototype,109132,u
wheato22,application logs and records a residence or rental properties use of water and presents a graphic visualization of current water flow and month to date total use available to view on a mobile phone or computer,90870,o
dipa57,testing and testing,260425,u
ashbury,testchannel for programming analyses,389099,u
hadara,ground source heat pump,389093,o
bircoe,esp8266 wemos d1 mini dfrobot weatherproof ultrasonic sensor sen0208,328364,o
amudamuthaiya,ldr is photo resistor,571733,o
danee66,run times for ac,141393,u
dzebra,tomsk cardio net in tomsk city russia,334845,u
groner,7 temp values from 2 different weather stations are uploaded with curl every 10 min,412064,w
drhill,cabin monitoring with arduino and zte mf275r internet hub,445004,u
tholman,internal sm1131 th06,416956,t
gp05eee,collected by an arduino,408237,u
akvanova,matic hren,295641,u
petrporeg,temperature vcc with ds18b20 nodemcu,322845,t
karoon,at nakhon si thamarat technical collage,360912,u
sgoode7,see above,225518,u
khvedant,taking the data from the lm35 sensor and sending it to the database of thingspeak,570094,t
michaelbland,solar hot water heater data,275919,o
caproni48,temperature in the office in gertrudsvik,237934,t
shoptemp_tspk9,test of esp8266 dev board,308639,u
avlord,testing wasp,569719,u
karenbobiv,pool input temp sensor,8260,t
peter17,app displays my current water use liters per minute and the overall accumulated amount of used water,563743,o
marcalzina,temperature humidity atmospheric pressure in london e14,25998,t
saniya88,sense humidity temperature,571900,t
slavi86,wheather station in bulgaria,350564,w
redobug,tracking temperature and humidity from my raspberry pi,446631,t
plastikrad,rad monitor in bamberg germany bayern,402147,o
BeaconBD,monitor air pressure at powerblanket,145822,o
adamjennison111,this is live electricity usage generated data from my home,145827,e
cittaanin,digiware air quality index monitoring,411870,o
danpenning,monitor the freezer,414577,t
w5thingspeak,conditions in greenhouse,214382,o
shristig4436,sending data from rasp 3 to thingspeak,572348,u
prsantiago57,measure wi fi signal levels with the esp8266 and thingspeak,570617,o
ojacie,channel for measuring temperature of a water tank,569013,t
pwntech003,motion room,478814,o
galamon5,heloworld,572754,u
pleasewait,outdoor temperature sensor using wemos d1 mini pro,572755,t
daltonrdo,hillsdaletempbot provide temperature and related infos in real time in the city of hillsdale new jersey usa powered by smartytempy a smartywiot solution wanna be an ambassador in your district wanna use our open data contact us,325389,t
simulink,temperatur humidity sensor,198741,t
loraworld,lora world,348666,u
damonrand,data relating to the dry air cooler air sourced heat,210468,o
jessenemmanuel,this is a description,573471,u
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,333538,t
cmoney,cmoney,310646,u
garazasofisas,temperature and humidity control,572116,t
chraab,a small weather station project using the iot,267361,w
amontbrun,humidity temperature cigar box iotsense,452376,t
hamlet2000,measure my house temp and humity,239968,t
geooorg,weather conditions in hamburg,245058,w
pyramidpf,microgreen system sump tank and air temperature,460305,o
twma778,temperature and state of the pool solar controller,319324,t
karenbobiv,temperature of the water coming out of the pool heater whether it on or off,15207,t
skoldyrin,temperature and humidity monitor,140392,t
peteh59,temperature humidity light level and door status in my garage,7303,t
dex1111,stores temperature,573692,t
d3505124,cc exp 9 iot temperature readings,573693,t
yuvraxroot,forest fire detection using nodemcu with iot,573690,o
nitin82,stores temperature sensor reading,573696,t
amitv123,stores temperature sensor readings,573697,t
themachinistcnc,temperature and humidity sampling,509324,t
roboticgnomelab,this channel displays data collected by the flc robotic gnome lab buoy timecontrol routinely runs a matlab script to parse analyze the data and post it to this channel,469977,o
ehcehc,collection of readings from different sensors,306005,u
amann98,this graph will show how much water is loged,532857,o
radu7,channel for arduino yun in basement,112723,u
bortolot,weather station,259567,w
robger,using chirp a capacitive humidity sensing with esp8266 for my potted plants,275937,o
mahinda,6 x 290w pv panels in string outputting about 220v dc through msw inverter in to hot water cylinder 2kw,179918,e
egorbaryshnikov,creating a sensor,569770,u
joalheagney,a domestic residence in kallangur brisbane,226378,u
laulau68,data presented here is from an weatherduino air quality monitor development system,365326,w
nolbwithad,thermistor based temperature sensor,336593,t
bhaskararaosanta,transmitting temperature to thingspeak,572325,t
cdietz476,testing,570670,u
mjkrasny,prototype platform for self powered sensing station,570673,u
ziadalkalza,gather data from 3 sensors and display it,570676,u
beowuulff,recreational vehicle,252885,u
ayushinema,iot workshop,573713,u
guru25,hey hi,571677,u
nitin82,stores temperature sensor reading,573710,t
rzumbuehl,kpis of my pv system,258730,e
bamboe32,weather in odemira portugal,357061,w
bamboe32,weather in serpa portugal,357060,w
bamboe32,weather in m rtola portugal,357063,w
bamboe32,weather in castro verde portugal,357062,w
bamboe32,weather in tavira portugal,357065,w
bamboe32,weather in almod var portugal,357064,w
bamboe32,weather in faro portugal,357066,w
bamboe32,weather in aljezur portugal,357069,w
bamboe32,weather in lagos portugal,357068,w
pj3126,water level temperature and humidity,360897,o
psomrang,humidity adsorption,315639,o
astrahhan,moschato,256646,u
ln8j6h,monitors rssi of 2 routers,394213,o
pakucera,decagon 2d sonic anemometer to measure wind direction wind speed and gust for golf app applications,124532,o
cardosocea,data from my home,217288,u
kenwong,to learn iot,573529,u
hippo112,create a channel as part of iot training 11 sept 2018,573524,u
sinnovationlab,pm 10 2 5 sensor not certified treat it approximate educational purpose,384154,u
jking777,temperature and pressure sensor connected to a pi zero,318693,t
travish,nbn internet connection fttn currently in pakenham on a 100 speed tier speedtest runs automatically on pfsense firewall and uploading results to thingspeak a few times a day,213456,o
japicasa,bat watchers,296063,o
hajihosseinlu,the beta version of our aquahive is measuring the following parameter and uploads them to the cloud,308177,o
magnuslundell,backupheater for greenhouses,93193,o
jvamstel,weatherstation with arduino controller of dennis,392219,w
geedub,monitoring a raspberrypi controlling an aquaponics setup,413571,o
supeyevz,diy home kit based on esp32,571446,u
henpae,temperature and humidity with dht22 and rasppi3 in hamburg germany,461587,t
sonnenschein,temperature and humidity of the room,63615,t
msim2247,weather station,260978,w
trensonahee,monitor sump water level takes reading every 15 seconds,391747,o
randtekk,testing version of weather station the data comes from a weather station i designed and built it is still in development both hardware and software so some gaps erroneous readings are expected,463187,w
tallikafan,temperature logging with multiple raspberry pi,403911,t
kratochviljan,home meteo station,306027,u
zacems,outside temp monitoring,480710,t
deimos1994,shows temperature inside outside basement attic and also shows mains electricity ac voltage measurements data updates every minute,300978,t
lucianhalmes,2np bathroom,569755,u
lucianhalmes,1np hall bathroom 1np 102 103,569750,u
lizasaigina,system for analysing air condition designed specifically for nursery schools and disabled people,569751,o
lucianhalmes,previous revision saved sensor named as 2np hall and stored in thingspeak as 2np 2ndroom continuing data stream bad allocation,569758,u
willjm,temp check via raspberry pi,226602,t
perryjamesjapan,temperature from adafruit huzzah esp8266 using sparkfun tmp102,229369,t
steenl,updated hourly ideal hive temp is 33 37 but reported temp appears consistently 5deg below this expected range,435229,t
tomsk31,track temperatures and status from home automation,22558,t
timshep,humidity and temperature monitoring over 30 day period,414530,t
EnvironmentMonitor,the environmental readings from socially rented accommodation by renfrewshire council,73594,o
punto100,solar gas heating near sofia,455910,o
vkalenic,module reported data from dht 11 and powered by battery,220837,t
johndoe8967,monitors radioactivity,116522,o
stanleyarduino,arduino meteo czech republic weather station homemade,282464,w
mutton74,using a sodaq explorer connected to the things network then mqtt via nodered into thingspeak,256496,u
grundelmeyer,temperature humidity barometric pressure and tank water level at vincentia nsw,410305,t
digipix,checking how the automower 305 is receiving charge,493948,o
loczars26,a channel that we can store our data of nodemcu that connect to gps neo6m,570240,u
brucekitchell,monitor temperature and humidityliving,571502,t
jimfong777,esp8266 house monitor,186342,u
ethan890,test data to send to the server from esp32,542164,u
preachermanx,this will show the temp and humidity in the mining room,418210,t
harithahoney,to find the distance,571656,u
bgrtv402,ultrasonic waves,571657,o
djmobley,monitor garage state information,558243,o
bamboe32,weather in chaves portugal,357049,w
bamboe32,weather in povoa de varzim portugal,357042,w
bamboe32,weather in sam es portugal,357041,w
bamboe32,weather in vila real portugal,357040,w
bamboe32,weather in refojos de basto portugal,357046,w
bamboe32,weather in areosa portugal,357045,w
bamboe32,weather in braga portugal,357044,w
acedm95,temperature logs from my home,438152,t
erik84750,controller and radio rx from arduino_duty_cycle_measurement_v12,491375,o
jryoung,cycle test hybrid heater,512494,o
naveengt,to monitor any analogue sensor value,571880,o
kburghardt,absolute humidity computation helper channel,345726,o
simon0362,ambient and water temperatures light and ph to follow,311628,t
andres100329511,it receives bpm data from a bbc micro bit and sends it to the cloud,572982,u
ppet36,monitoring raspberry pi on my home rpi handles my smart home via openhab,460433,u
montali,sensors connected through esp8266 module,140023,u
tewhites,sense door position and close,571463,o
nguyenhaibo2f11,light and temperature data from nodemcu8266,485543,t
mundo1974,mundo weather station,314716,w
svinzant,air temperature in the greenhouse,60946,t
aungzawphyo,digital temperature and humidity sensor barometric sensor water level sensor pressure sensor win speed and win direction,571790,t
jasonang,fermentation tank temperature monitoring and control,21028,t
jpjcb66,sonde 18s20 bas ballon,12190,o
mcreek67,weather data collected at kingaroy queensland australia,390836,w
svendsen92,this channel shows the data generated by a homemade solar heating control system,257973,e
kykle168,this is a test,393949,u
mrwatt,weather station using dht22 and air quality using mq135 sensor with an arduino mega board powered by simone cecchetti mr watt s r l,536159,w
andresjag,a2 longford,403930,u
palserver,pal server outside temp and humidity,556585,t
ubdfit,temperature and humidity measured with esp01 dht11,574101,t
umangprajapati,history of internet,572473,o
houleb,temperature sensors in the greenhouse,343230,t
petrporeg,wi fi rssi level with esp8266,407543,o
intelekiot003,smart monitoring systemto monitor temperature humidity and light intensity,453667,t
redshiftman,living room temperature control,233075,t
thihle18,get the ambient temperature and humidity data,574091,t
ecethesis001,readings from the apds9930 ambient light sensor and lm 35 temperature sensor,561584,t
anrada73,1 my server hmip online,399614,u
aelbrecht,sensors that measure the moisture in the soil,537053,o
chen77777,text,573484,u
simont65,data collection of background radiation count dose temperature humidity atmospheric pressure,332386,t
simon0362,test system for temperature monitoring against the depth of fuel in the ch oil tank measured ultrasonically 9cm full 120cm 1200l consumed,311198,t
redhawk454,esp8266 nodemcu 12e with bme280,358838,t
mrowkampico,current voltage measurement from ina219,563269,e
rahul078,it detect the air pollution in the air,571635,o
hloupis,air quality station from lorathens network ilion,326550,o
ahnchul76,ach_temp humid room2,546066,t
canonymousj,monitor the fridge temperatures testing stage,521572,t
dutchieholland,this channel captures the moisture levels of up to two sensors,208536,o
amignec,migneco house,163526,u
tigunmath,temperature humidity sensor sht15 of sensirion,219771,t
h2odynamite,location nearby royal flora chiang mai around 2500m,360857,u
al525i,dht11 temp humidity stream from humidor,521149,t
waileong95,detect the temperature,569464,t
rsoft1,mini weather station v2 bme280 si7021 ds18b20 ssd1306 pir kharkiv ukraine,178434,w
thevickerridge,available water supply,511085,o
ppet36,esp8266 thing measuring indoor temperature and humidity on my cottage,382438,t
fullspanllc,29 pleasant st outdoor sensor,469398,u
dipturn,household electricity consumption,177523,e
dinesh280444,temperature and humidity sensor,567985,t
nan98aug,iot workshop,573724,u
anishaagra,iot workshop,573722,u
hhssss,dht22 temperature humidity sensor driven by a raspberry pi 2 running a python script,541096,t
asexauer,testing dht22 adn bmp280 with esp8266 12 and an 3 aaa eneloop 1 5 accu cells sample every 6 min voltagebatt is via internal adc systems is powerd with 3v using a low drop ht7330 regulator,223197,t
cabinauto,water closet temp,466718,t
philipp1221,home weather station,553845,w
etunyogi,internal temp,448159,t
woinova,th 009,310164,u
lokrayshre,trying out the wifi module,570758,u
ecethesis001,smart indoor workplace based on human data analytics,551621,u
bamboe32,weather in nazare portugal,357025,w
rnmnw8r,background radiation milford mi 48380,220221,o
lijinraj,ice devices on the internet,7894,u
dlindval,data from poolpi and three ds18b20,362981,o
bamboe32,weather in leiria portugal,357021,w
aprades,health parameters from my server,293897,o
bamboe32,weather in tomar portugal,357022,w
guanbo0327,weather station detects temperature humidity barometric pressure and incident light,122191,w
maizatul98,send a message through media social,572983,o
ijtvalencia,total kwh consumption and prediction,568105,e
